time,P_PV,P_load
14892300.0,9454.94655468048,14840.453742799999
14893200.0,12267.6394874523,14882.766677599999
14894100.0,15167.461924261705,15217.374294199999
14895000.0,17136.724042879803,15093.0940982
14895900.0,18065.66279457131,15186.470657
14896800.0,18728.912557302454,15198.244869
14897700.0,19176.329808854414,15326.4858337
14898600.0,19571.56103641777,15433.607973700002
14899500.0,19952.360079877537,15362.7844305
14900400.0,20309.051535257302,15353.8493873
14901300.0,20597.6427947615,14438.721970400002
14902200.0,20774.05760740767,14341.118624
14903100.0,20848.627947511002,14452.5625996
14904000.0,20859.29391093,14511.9874572
14904900.0,20803.763261671014,15338.7872311
14905800.0,20679.939734870884,15195.9195259
14906700.0,20472.316442575633,15309.0136023
14907600.0,20173.78702647884,15321.365995900002
14908500.0,19795.633614105518,15375.6870471
14909400.0,19349.523705519678,15395.4517055
14910300.0,18843.955274788743,15391.6590999
14911200.0,18307.836553272984,15357.554387499998
14912100.0,17655.69244419939,15335.272574600001
14913000.0,16907.108185550343,15304.002462999999
14913900.0,15958.345040518694,15281.3807018
14914800.0,14827.955096943408,15309.2740206
14915700.0,13650.624436075674,15393.6349646
14916600.0,12568.896673088064,15423.7373178
14917500.0,11660.972637962652,15351.8330798
14918400.0,10838.592950825983,15362.942579
14919300.0,9974.23436751734,10191.82763575
14920200.0,9009.324376389082,10260.23043535
14921100.0,7985.856079554145,10174.91716455
14922000.0,6972.264915337532,10265.850659749998
14922900.0,5984.602564414613,7933.54399364
14923800.0,5035.147586528428,7931.537674040001
14924700.0,4015.8362345964224,7908.5805412400005
14925600.0,3030.839071224054,7854.82364524
14926500.0,2260.4775660495816,7543.052677150001
14927400.0,1709.0039632103287,7499.940800750001
14928300.0,968.0369015102896,7601.71031395
14929200.0,473.60032113517843,7510.78672995
14930100.0,241.54991349620505,8924.529081359999
14931000.0,0.0,8888.84842016
14931900.0,0.0,8908.42353496
14932800.0,0.0,8921.209399360001
14933700.0,0.0,8860.66866643
14934600.0,0.0,8744.83988283
14935500.0,0.0,8710.05804643
14936400.0,0.0,8748.28530003
14937300.0,0.0,6082.015014
14938200.0,0.0,6075.849379199999
14939100.0,0.0,6051.6386592
14940000.0,0.0,6076.3924443999995
14940900.0,0.0,5761.374534400001
14941800.0,0.0,5793.819616000001
14942700.0,0.0,5738.815176
14943600.0,0.0,5780.5838736000005
14944500.0,0.0,5732.5632916
14945400.0,0.0,5720.3748364
14946300.0,0.0,5742.93389
14947200.0,0.0,5721.577461600001
